ticket,symbol,type,profit,strategy,comment,open_time,close_time
41,GBPNZD,SELL,20.67447199999924,FB_4H_5M,FB|4H_5M|BVRVDIV,2025-11-14 15:05:00+00:00,2025-11-14 15:39:00+00:00
50,GBPJPY,SELL,3.300052412596347,FB_4H_5M,FB|4H_5M|RVDIV,2025-11-14 15:15:00+00:00,2025-11-14 15:40:00+00:00
54,PG,BUY,-8.099999999999739,TB_15M_1M,TB|15M_1M|RT,2025-11-14 15:20:00+00:00,2025-11-14 15:40:00+00:00
58,USOIL,SELL,-15.199999999999392,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 15:23:00+00:00,2025-11-14 15:41:00+00:00
55,KO,BUY,-4.199999999999875,FB_4H_5M,FB|4H_5M|RVRVolDIV,2025-11-14 15:20:00+00:00,2025-11-14 15:43:00+00:00
67,XAUUSD,SELL,-77.5000000000091,TB_15M_1M,TB|15M_1M|RTCV,2025-11-14 15:33:00+00:00,2025-11-14 15:43:00+00:00
72,NZDUSD,SELL,-1.7999999999995797,TB_15M_1M,TB|15M_1M|RT,2025-11-14 15:42:00+00:00,2025-11-14 15:43:00+00:00
29,AUDNZD,SELL,4.998223999999954,TB_15M_1M,TB|15M_1M|RT,2025-11-14 14:55:00+00:00,2025-11-14 15:45:00+00:00
36,JPM,SELL,-20.600000000000023,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 15:03:00+00:00,2025-11-14 15:46:00+00:00
66,AUDJPY,SELL,-5.500087354328165,TB_15M_1M,TB|15M_1M|RT,2025-11-14 15:32:00+00:00,2025-11-14 15:46:00+00:00
81,GBPUSD,BUY,-3.1000000000003247,TB_4H_5M,TB|4H_5M|BVRT,2025-11-14 15:50:00+00:00,2025-11-14 15:53:00+00:00
9,TMUS,SELL,-18.900000000000148,TB_15M_1M,TB|15M_1M|BVRT,2025-11-14 14:48:00+00:00,2025-11-14 15:56:00+00:00
16,GOOGL,BUY,21.399999999999864,TB_15M_1M,TB|15M_1M|BVRTCV,2025-11-14 14:50:00+00:00,2025-11-14 15:56:00+00:00
53,USDJPY,BUY,-7.9589499362630765,TB_15M_1M,TB|15M_1M|RT,2025-11-14 15:17:00+00:00,2025-11-14 15:56:00+00:00
68,AUDJPY,BUY,0.7117760105598883,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 15:33:00+00:00,2025-11-14 15:56:00+00:00
1,AUDCAD,BUY,3.422240284045409,FB_15M_1M,FB|15M_1M|BVRVRVolDIV,2025-11-14 14:42:00+00:00,2025-11-14 15:57:00+00:00
69,TMUS,BUY,0.9000000000000341,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 15:38:00+00:00,2025-11-14 15:59:00+00:00
48,GBPJPY,SELL,5.111845894023523,TB_15M_1M,TB|15M_1M|RT,2025-11-14 15:14:00+00:00,2025-11-14 16:00:00+00:00
24,EURUSD,BUY,1.40000000000029,TB_15M_1M,TB|15M_1M|RT,2025-11-14 14:53:00+00:00,2025-11-14 16:01:00+00:00
27,ADBE,BUY,6.399999999999864,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 14:55:00+00:00,2025-11-14 16:02:00+00:00
21,XAUUSD,BUY,-81.92000000000007,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 14:51:00+00:00,2025-11-14 16:03:00+00:00
80,ADBE,BUY,-17.300000000000182,TB_15M_1M,TB|15M_1M|BVRT,2025-11-14 15:48:00+00:00,2025-11-14 16:04:00+00:00
34,EA,BUY,0.9000000000000341,TB_15M_1M,TB|15M_1M|BVRT,2025-11-14 15:02:00+00:00,2025-11-14 16:08:00+00:00
85,AAPL,BUY,0.9999999999996589,FB_4H_5M,FB|4H_5M|BVRVDIV,2025-11-14 15:59:00+00:00,2025-11-14 16:09:00+00:00
99,GOOGL,SELL,-7.400000000000091,TB_4H_5M,TB|4H_5M|RT,2025-11-14 16:10:00+00:00,2025-11-14 16:13:00+00:00
87,XAUUSD,SELL,13.019999999996799,TB_15M_1M,TB|15M_1M|RT,2025-11-14 16:00:00+00:00,2025-11-14 16:18:00+00:00
78,USDCNH,BUY,-11.674231211739695,TB_15M_1M,TB|15M_1M|BVRTCV,2025-11-14 15:43:00+00:00,2025-11-14 16:19:00+00:00
86,ADBE,SELL,4.200000000000159,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 16:00:00+00:00,2025-11-14 16:19:00+00:00
90,USDCNH,BUY,-9.702708449806137,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 16:02:00+00:00,2025-11-14 16:19:00+00:00
95,XAGUSD,SELL,-91.00000000000108,TB_15M_1M,TB|15M_1M|RT,2025-11-14 16:07:00+00:00,2025-11-14 16:23:00+00:00
91,CSCO,SELL,-5.299999999999869,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 16:03:00+00:00,2025-11-14 16:24:00+00:00
92,KO,BUY,-2.69999999999996,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 16:03:00+00:00,2025-11-14 16:24:00+00:00
101,COST,SELL,-19.500000000000455,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 16:17:00+00:00,2025-11-14 16:27:00+00:00
6,AVGO,BUY,50.400000000000205,TB_15M_1M,TB|15M_1M|BVRTCV,2025-11-14 14:48:00+00:00,2025-11-14 16:32:00+00:00
70,AVGO,BUY,37.800000000000296,FB_4H_5M,FB|4H_5M|RVDIV,2025-11-14 15:40:00+00:00,2025-11-14 16:32:00+00:00
76,GBPCAD,BUY,-12.975994410340391,TB_15M_1M,TB|15M_1M|RTCV,2025-11-14 15:42:00+00:00,2025-11-14 16:35:00+00:00
93,AUDJPY,SELL,-6.276570274939286,TB_15M_1M,TB|15M_1M|RT,2025-11-14 16:05:00+00:00,2025-11-14 16:35:00+00:00
108,AUDUSD,SELL,-4.099999999999104,TB_15M_1M,TB|15M_1M|RT,2025-11-14 16:29:00+00:00,2025-11-14 16:35:00+00:00
30,USDJPY,SELL,6.147156454837739,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 14:59:00+00:00,2025-11-14 16:38:00+00:00
38,PG,BUY,-10.0,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 15:04:00+00:00,2025-11-14 16:38:00+00:00
40,USDJPY,SELL,7.635415386008749,TB_4H_5M,TB|4H_5M|RTCV,2025-11-14 15:05:00+00:00,2025-11-14 16:38:00+00:00
61,JP225,BUY,-0.9537798541506342,FB_15M_1M,FB|15M_1M|BVRVDIV,2025-11-14 15:24:00+00:00,2025-11-14 16:38:00+00:00
75,USOIL,BUY,92.6000000000002,TB_15M_1M,TB|15M_1M|BVRTCV,2025-11-14 15:42:00+00:00,2025-11-14 16:38:00+00:00
2,NZDCAD,BUY,17.752871473489073,FB_15M_1M,FB|15M_1M|RVRVolDIV,2025-11-14 14:43:00+00:00,2025-11-14 16:46:00+00:00
79,NZDUSD,BUY,12.799999999999478,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 15:44:00+00:00,2025-11-14 16:46:00+00:00
100,ADBE,BUY,19.90000000000009,FB_15M_1M,FB|15M_1M|RVRVolDIV,2025-11-14 16:14:00+00:00,2025-11-14 16:46:00+00:00
104,CSCO,BUY,5.200000000000102,TB_15M_1M,TB|15M_1M|RTCV,2025-11-14 16:20:00+00:00,2025-11-14 16:46:00+00:00
37,USDZAR,BUY,-43.85326262075333,TB_15M_1M,TB|15M_1M|RTCV,2025-11-14 15:03:00+00:00,2025-11-14 16:57:00+00:00
74,HD,SELL,-11.7999999999995,FB_15M_1M,FB|15M_1M|BVRVDIV,2025-11-14 15:42:00+00:00,2025-11-14 16:58:00+00:00
22,PEP,SELL,-10.699999999999932,TB_15M_1M,TB|15M_1M|BVRT,2025-11-14 14:53:00+00:00,2025-11-14 16:59:00+00:00
77,GBPCAD,SELL,4.848173735731853,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 15:43:00+00:00,2025-11-14 17:00:00+00:00
111,GBPCAD,SELL,-6.844480568093984,TB_15M_1M,TB|15M_1M|RT,2025-11-14 16:49:00+00:00,2025-11-14 17:01:00+00:00
8,XOM,BUY,13.300000000000125,TB_15M_1M,TB|15M_1M|BVRTCV,2025-11-14 14:48:00+00:00,2025-11-14 17:02:00+00:00
109,AUDUSD,BUY,4.00000000000067,FB_15M_1M,FB|15M_1M|BVRVDIV,2025-11-14 16:34:00+00:00,2025-11-14 17:18:00+00:00
110,EURNZD,SELL,6.0205880000016085,TB_15M_1M,TB|15M_1M|RT,2025-11-14 16:37:00+00:00,2025-11-14 17:18:00+00:00
31,NZDCAD,BUY,17.182498092814175,TB_15M_1M,TB|15M_1M|RT,2025-11-14 15:00:00+00:00,2025-11-14 17:19:00+00:00
82,EURNZD,SELL,26.12707999999965,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 15:55:00+00:00,2025-11-14 17:19:00+00:00
59,GBPNZD,SELL,36.63471000000038,TB_15M_1M,TB|15M_1M|RTCV,2025-11-14 15:23:00+00:00,2025-11-14 17:20:00+00:00
88,AUDJPY,BUY,6.470691005092066,FB_15M_1M,FB|15M_1M|BVRVDIV,2025-11-14 16:00:00+00:00,2025-11-14 17:20:00+00:00
118,NZDCHF,SELL,-2.1409231156728605,TB_4H_5M,TB|4H_5M|RT,2025-11-14 17:30:00+00:00,2025-11-14 17:31:00+00:00
116,GBPCAD,SELL,-6.987073913260332,TB_15M_1M,TB|15M_1M|RT,2025-11-14 17:14:00+00:00,2025-11-14 17:32:00+00:00
96,XAGUSD,BUY,331.4999999999984,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 16:08:00+00:00,2025-11-14 17:35:00+00:00
119,XAGUSD,BUY,-57.500000000001,TB_15M_1M,TB|15M_1M|RT,2025-11-14 17:34:00+00:00,2025-11-14 17:40:00+00:00
127,AUDCAD,SELL,-2.4240868678659266,TB_4H_5M,TB|4H_5M|RT,2025-11-14 17:50:00+00:00,2025-11-14 17:51:00+00:00
39,COST,BUY,41.49999999999977,TB_15M_1M,TB|15M_1M|RT,2025-11-14 15:04:00+00:00,2025-11-14 18:01:00+00:00
46,JNJ,BUY,8.700000000000045,TB_15M_1M,TB|15M_1M|RTCV,2025-11-14 15:13:00+00:00,2025-11-14 18:01:00+00:00
103,GOOGL,BUY,-10.400000000000205,FB_4H_5M,FB|4H_5M|RVDIV,2025-11-14 16:20:00+00:00,2025-11-14 18:01:00+00:00
126,PEP,BUY,-4.000000000000057,TB_4H_5M,TB|4H_5M|RT,2025-11-14 17:50:00+00:00,2025-11-14 18:01:00+00:00
129,GBPCAD,SELL,-9.767644144048463,TB_15M_1M,TB|15M_1M|RT,2025-11-14 17:54:00+00:00,2025-11-14 18:02:00+00:00
120,XAGUSD,SELL,-83.00000000000196,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 17:35:00+00:00,2025-11-14 18:05:00+00:00
128,EURAUD,SELL,-9.802799999998921,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 17:52:00+00:00,2025-11-14 18:11:00+00:00
107,NZDJPY,BUY,8.21777757646709,TB_15M_1M,TB|15M_1M|RT,2025-11-14 16:27:00+00:00,2025-11-14 18:12:00+00:00
113,GBPAUD,SELL,-16.011240000000416,TB_15M_1M,TB|15M_1M|RTCV,2025-11-14 16:54:00+00:00,2025-11-14 18:12:00+00:00
125,USDJPY,BUY,-6.082449544788345,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 17:48:00+00:00,2025-11-14 18:12:00+00:00
84,TMUS,BUY,1.9999999999998863,TB_15M_1M,TB|15M_1M|RT,2025-11-14 15:58:00+00:00,2025-11-14 18:19:00+00:00
106,NZDUSD,BUY,13.500000000000734,TB_15M_1M,TB|15M_1M|RTCV,2025-11-14 16:26:00+00:00,2025-11-14 18:19:00+00:00
137,EURNZD,SELL,-5.509405999998259,TB_4H_5M,TB|4H_5M|RT,2025-11-14 18:15:00+00:00,2025-11-14 18:19:00+00:00
131,AUDCAD,BUY,-6.701887222923677,FB_4H_5M,FB|4H_5M|RVDIV,2025-11-14 18:00:00+00:00,2025-11-14 18:30:00+00:00
134,PEP,SELL,-3.0000000000001137,FB_4H_5M,FB|4H_5M|RVDIV,2025-11-14 18:10:00+00:00,2025-11-14 18:31:00+00:00
124,USDJPY,SELL,-7.506001565908121,TB_15M_1M,TB|15M_1M|RTCV,2025-11-14 17:44:00+00:00,2025-11-14 18:35:00+00:00
102,AAPL,SELL,-18.40000000000032,TB_4H_5M,TB|4H_5M|RT,2025-11-14 16:19:00+00:00,2025-11-14 18:38:00+00:00
130,EURJPY,BUY,3.7530007829531407,TB_4H_5M,TB|4H_5M|RT,2025-11-14 18:00:00+00:00,2025-11-14 18:42:00+00:00
89,TMUS,SELL,-8.400000000000034,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 16:00:00+00:00,2025-11-14 18:43:00+00:00
136,NZDCHF,BUY,-5.289339462250186,TB_15M_1M,TB|15M_1M|RT,2025-11-14 18:15:00+00:00,2025-11-14 18:46:00+00:00
117,USDCNH,BUY,-10.29416527838658,TB_15M_1M,TB|15M_1M|RT,2025-11-14 17:18:00+00:00,2025-11-14 18:50:00+00:00
132,XAGUSD,BUY,-124.50000000000117,TB_15M_1M,TB|15M_1M|RT,2025-11-14 18:06:00+00:00,2025-11-14 18:53:00+00:00
141,GOOGL,SELL,0.3999999999996362,TB_4H_5M,TB|4H_5M|RT,2025-11-14 18:30:00+00:00,2025-11-14 18:53:00+00:00
148,JPM,SELL,-9.000000000000341,TB_15M_1M,TB|15M_1M|RT,2025-11-14 18:50:00+00:00,2025-11-14 18:53:00+00:00
122,NZDCHF,BUY,-4.785592846797953,FB_4H_5M,FB|4H_5M|BVRVDIV,2025-11-14 17:40:00+00:00,2025-11-14 19:03:00+00:00
149,AUDUSD,BUY,-4.6999999999997035,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 18:52:00+00:00,2025-11-14 19:03:00+00:00
114,AUDCAD,BUY,-10.837094232811912,TB_15M_1M,TB|15M_1M|RT,2025-11-14 16:55:00+00:00,2025-11-14 19:06:00+00:00
121,GBPAUD,BUY,3.594359999997428,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 17:40:00+00:00,2025-11-14 19:12:00+00:00
123,EURAUD,BUY,11.828711999999133,TB_15M_1M,TB|15M_1M|RT,2025-11-14 17:41:00+00:00,2025-11-14 19:12:00+00:00
133,NZDCHF,SELL,3.526226308167023,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 18:07:00+00:00,2025-11-14 19:12:00+00:00
135,AUDCAD,SELL,3.2796469388766845,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 18:13:00+00:00,2025-11-14 19:12:00+00:00
146,AUDUSD,SELL,1.300000000000745,TB_15M_1M,TB|15M_1M|BVRTCV,2025-11-14 18:48:00+00:00,2025-11-14 19:13:00+00:00
151,XAUUSD,SELL,-38.710000000000946,TB_4H_5M,TB|4H_5M|RT,2025-11-14 19:00:00+00:00,2025-11-14 19:14:00+00:00
145,TMUS,BUY,2.699999999999818,TB_15M_1M,TB|15M_1M|RTCV,2025-11-14 18:42:00+00:00,2025-11-14 19:17:00+00:00
138,AUDJPY,BUY,-6.2118633648889725,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 18:23:00+00:00,2025-11-14 19:22:00+00:00
153,ADBE,SELL,-12.799999999999727,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 19:08:00+00:00,2025-11-14 19:25:00+00:00
157,GBPUSD,SELL,-2.6999999999999247,FB_4H_5M,FB|4H_5M|RVDIV,2025-11-14 19:35:00+00:00,2025-11-14 19:41:00+00:00
140,TSLA,BUY,60.80000000000041,TB_15M_1M,TB|15M_1M|RT,2025-11-14 18:29:00+00:00,2025-11-14 19:46:00+00:00
154,HD,SELL,-3.299999999999841,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 19:22:00+00:00,2025-11-14 19:46:00+00:00
147,AUDJPY,SELL,7.5060015659072015,TB_15M_1M,TB|15M_1M|BVRT,2025-11-14 18:48:00+00:00,2025-11-14 19:47:00+00:00
164,EURNZD,SELL,-2.499111999998716,TB_15M_1M,TB|15M_1M|RT,2025-11-14 19:46:00+00:00,2025-11-14 19:54:00+00:00
166,TSLA,SELL,-6.2000000000000455,TB_4H_5M,TB|4H_5M|RT,2025-11-14 19:55:00+00:00,2025-11-14 19:58:00+00:00
71,USDZAR,SELL,-28.54935699620224,TB_4H_5M,TB|4H_5M|RT,2025-11-14 15:40:00+00:00,2025-11-14 19:59:00+00:00
139,XAGUSD,SELL,271.4999999999996,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 18:26:00+00:00,2025-11-14 19:59:00+00:00
160,TMUS,SELL,-3.200000000000216,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 19:42:00+00:00,2025-11-14 19:59:00+00:00
98,JP225,SELL,1.0184867642015114,TB_15M_1M,TB|15M_1M|RT,2025-11-14 16:09:00+00:00,2025-11-14 20:00:00+00:00
144,EURNZD,BUY,12.722752000002636,FB_4H_5M,FB|4H_5M|RVDIV,2025-11-14 18:35:00+00:00,2025-11-14 20:00:00+00:00
168,AUDCAD,SELL,-3.9213169921363367,TB_15M_1M,TB|15M_1M|BVRTCV,2025-11-14 19:56:00+00:00,2025-11-14 20:00:00+00:00
158,NZDCHF,SELL,-4.281846231345721,TB_4H_5M,TB|4H_5M|RT,2025-11-14 19:35:00+00:00,2025-11-14 20:06:00+00:00
152,PEP,BUY,6.399999999999864,TB_15M_1M,TB|15M_1M|RTCV,2025-11-14 19:06:00+00:00,2025-11-14 20:14:00+00:00
156,TMUS,BUY,-4.10000000000025,TB_15M_1M,TB|15M_1M|BVRT,2025-11-14 19:33:00+00:00,2025-11-14 20:14:00+00:00
56,HD,BUY,-26.59999999999968,TB_15M_1M,TB|15M_1M|RT,2025-11-14 15:21:00+00:00,2025-11-14 20:21:00+00:00
155,GOOGL,BUY,-12.100000000000364,FB_4H_5M,FB|4H_5M|RVDIV,2025-11-14 19:25:00+00:00,2025-11-14 20:21:00+00:00
161,USDJPY,SELL,-7.31188083575626,TB_15M_1M,TB|15M_1M|BVRT,2025-11-14 19:43:00+00:00,2025-11-14 20:22:00+00:00
167,PG,BUY,-2.9999999999998295,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 19:55:00+00:00,2025-11-14 20:22:00+00:00
165,HD,SELL,5.199999999999818,FB_15M_1M,FB|15M_1M|BVRVRVolDIV,2025-11-14 19:50:00+00:00,2025-11-14 20:36:00+00:00
176,EA,SELL,-1.8000000000000682,TB_4H_5M,TB|4H_5M|RT,2025-11-14 20:30:00+00:00,2025-11-14 20:38:00+00:00
150,JPM,BUY,-16.300000000000523,FB_15M_1M,FB|15M_1M|BVRVDIV,2025-11-14 18:53:00+00:00,2025-11-14 20:41:00+00:00
51,USDZAR,SELL,-29.976240057872243,FB_15M_1M,FB|15M_1M|RVRVolDIV,2025-11-14 15:15:00+00:00,2025-11-14 20:44:00+00:00
64,USDZAR,BUY,36.05218883276884,FB_4H_5M,FB|4H_5M|RVDIV,2025-11-14 15:30:00+00:00,2025-11-14 20:44:00+00:00
65,EURGBP,BUY,6.059902000000211,TB_4H_5M,TB|4H_5M|RTCV,2025-11-14 15:30:00+00:00,2025-11-14 20:44:00+00:00
83,USDCNH,SELL,-7.51995110623599,FB_15M_1M,FB|15M_1M|RVRVolDIV,2025-11-14 15:56:00+00:00,2025-11-14 20:44:00+00:00
94,USDCNH,SELL,-8.716947068838731,TB_15M_1M,TB|15M_1M|RT,2025-11-14 16:05:00+00:00,2025-11-14 20:44:00+00:00
112,GBPCAD,BUY,11.336170940900466,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 16:51:00+00:00,2025-11-14 20:44:00+00:00
115,USDCNH,BUY,-10.195589140289838,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 16:59:00+00:00,2025-11-14 20:44:00+00:00
142,USDJPY,BUY,6.5353979151432995,FB_15M_1M,FB|15M_1M|RVRVolDIV,2025-11-14 18:30:00+00:00,2025-11-14 20:44:00+00:00
143,AAPL,BUY,25.99999999999966,TB_15M_1M,TB|15M_1M|RT,2025-11-14 18:35:00+00:00,2025-11-14 20:44:00+00:00
159,GBPUSD,BUY,6.199999999998429,TB_4H_5M,TB|4H_5M|RT,2025-11-14 19:40:00+00:00,2025-11-14 20:44:00+00:00
162,AUDCAD,BUY,2.138900177529271,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 19:44:00+00:00,2025-11-14 20:44:00+00:00
169,XAGUSD,BUY,74.50000000000045,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 19:59:00+00:00,2025-11-14 20:44:00+00:00
170,GBPJPY,BUY,7.11776010560256,FB_4H_5M,FB|4H_5M|RVDIV,2025-11-14 20:00:00+00:00,2025-11-14 20:44:00+00:00
171,NZDCHF,BUY,-7.682135885649512,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 20:02:00+00:00,2025-11-14 20:44:00+00:00
174,NZDJPY,BUY,-8.929553587027897,TB_4H_5M,TB|4H_5M|RT,2025-11-14 20:15:00+00:00,2025-11-14 20:44:00+00:00
175,AUDJPY,SELL,-3.9471215131068407,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:26:00+00:00,2025-11-14 20:44:00+00:00
180,AUDJPY,BUY,-9.317795047333458,FB_15M_1M,FB|15M_1M|BVRVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
181,AUDJPY,SELL,5.176552804073837,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
182,XAUUSD,SELL,51.270000000004075,TB_15M_1M,TB|15M_1M|BVRT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
183,USDZAR,BUY,45.192427461416116,TB_15M_1M,TB|15M_1M|BVRT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
184,GBPCAD,BUY,-12.191731011914392,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
185,GBPCAD,SELL,-7.486150621352052,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
186,XAGUSD,BUY,-110.49999999999828,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
187,USDCNH,BUY,-10.336412194713397,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
188,XAGUSD,SELL,-117.50000000000328,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
189,AUDCAD,BUY,-5.3472504438219906,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
190,USDJPY,SELL,4.011828423158074,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
191,NZDCHF,SELL,9.697122347459139,TB_15M_1M,TB|15M_1M|BVRTCV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
192,AUDCAD,SELL,2.851866903371306,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
193,GBPAUD,SELL,-4.705343999998902,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
194,GBPCAD,SELL,-5.703733806742612,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
195,GBPAUD,BUY,-16.07659200000084,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
196,GBPCAD,BUY,-19.250101597759482,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
197,GBPUSD,BUY,-11.099999999999444,TB_4H_5M,TB|4H_5M|RTCV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
198,USDJPY,SELL,-5.62950117443155,TB_4H_5M,TB|4H_5M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
199,NZDJPY,SELL,-6.4059840950426725,FB_4H_5M,FB|4H_5M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
200,GBPCAD,SELL,-30.37238252090884,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
201,GBPUSD,SELL,-27.800000000000047,FB_4H_5M,FB|4H_5M|RVRVolDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
202,GBPCAD,BUY,-26.094582165851882,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
203,GBPCAD,BUY,-32.65387604360525,TB_15M_1M,TB|15M_1M|BVRT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
204,XAGUSD,BUY,77.50000000000057,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
205,GBPJPY,BUY,-33.388765586276385,FB_4H_5M,FB|4H_5M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
206,EURNZD,SELL,10.450832000002887,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
207,USDJPY,BUY,-6.2118633648889725,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
208,GBPAUD,SELL,-43.65513599999868,FB_15M_1M,FB|15M_1M|RVRVolDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
209,EURNZD,BUY,-12.722751999997591,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
210,GBPCAD,SELL,-45.41598043619295,TB_15M_1M,TB|15M_1M|BVRT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
211,EURUSD,BUY,-3.900000000001125,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
212,USDJPY,SELL,3.235345502546952,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
213,AUDCAD,BUY,-4.562987045395197,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
214,DE30,SELL,26.564462999999837,TB_4H_5M,TB|4H_5M|BVRTCV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
215,EURUSD,SELL,-6.299999999999084,TB_4H_5M,TB|4H_5M|BVRT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
216,USDCAD,BUY,-8.5556007101155,TB_4H_5M,TB|4H_5M|BVRT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
217,EURUSD,SELL,-6.299999999999084,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
218,NZDUSD,SELL,-8.599999999999719,TB_4H_5M,TB|4H_5M|BVRTCV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
219,GBPUSD,SELL,-21.299999999999653,TB_4H_5M,TB|4H_5M|BVRTCV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
220,JP225,SELL,-0.4781840652763403,TB_4H_5M,TB|4H_5M|BVRTCV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
