Symbol,Strategy,Pair,Total_Trades,Winning_Trades,Losing_Trades,Win_Rate_%,Total_Profit_$,Gross_Profit_$,Gross_Loss_$,Profit_Factor,Avg_Profit_Per_Trade_$,Expectancy_$
EURCAD,TB_4H_5M,EURCAD_TB_4H_5M,2,2,0,100.0,11.692654303822671,11.692654303822671,0.0,999.99,5.846327151911336,5.846327151911336
NZDUSD,FB_4H_5M,NZDUSD_FB_4H_5M,2,2,0,100.0,11.499999999998733,11.499999999998733,0.0,999.99,5.749999999999367,5.749999999999367
EURCAD,TB_15M_1M,EURCAD_TB_15M_1M,1,1,0,100.0,11.407467613485224,11.407467613485224,0.0,999.99,11.407467613485224,11.407467613485224
NZDUSD,FB_15M_1M,NZDUSD_FB_15M_1M,4,3,1,75.0,10.700000000000154,14.000000000000679,3.3000000000005247,4.242424242423773,2.6750000000000385,2.6750000000000385
AUDUSD,TB_15M_1M,AUDUSD_TB_15M_1M,3,2,1,66.66666666666666,9.900000000002684,14.000000000001789,4.099999999999104,3.4146341463426455,3.3000000000008947,3.3000000000008947
CHFJPY,TB_15M_1M,CHFJPY_TB_15M_1M,1,1,0,100.0,9.058967407128526,9.058967407128526,0.0,999.99,9.058967407128526,9.058967407128526
US30,TB_15M_1M,US30_TB_15M_1M,1,1,0,100.0,8.969999999999711,8.969999999999711,0.0,999.99,8.969999999999711,8.969999999999711
JNJ,TB_15M_1M,JNJ_TB_15M_1M,1,1,0,100.0,8.700000000000045,8.700000000000045,0.0,999.99,8.700000000000045,8.700000000000045
AUDUSD,TB_4H_5M,AUDUSD_TB_4H_5M,2,1,1,50.0,8.500000000001284,12.500000000000844,3.9999999999995595,3.125000000000555,4.250000000000642,4.250000000000642
AUDNZD,FB_4H_5M,AUDNZD_FB_4H_5M,1,1,0,100.0,8.34930600000047,8.34930600000047,0.0,999.99,8.34930600000047,8.34930600000047
AUDCHF,TB_4H_5M,AUDCHF_TB_4H_5M,2,1,1,50.0,8.059945847237111,16.49770165606602,8.437755808828909,1.9552238805967255,4.029972923618556,4.029972923618556
MCD,TB_15M_1M,MCD_TB_15M_1M,1,1,0,100.0,7.799999999999727,7.799999999999727,0.0,999.99,7.799999999999727,7.799999999999727
NZDCAD,TB_15M_1M,NZDCAD_TB_15M_1M,2,1,1,50.0,7.4861506213512605,17.182498092814175,9.696347471462914,1.7720588235295371,3.7430753106756303,3.7430753106756303
XAGUSD,TB_4H_5M,XAGUSD_TB_4H_5M,1,1,0,100.0,6.499999999999062,6.499999999999062,0.0,999.99,6.499999999999062,6.499999999999062
CSCO,TB_15M_1M,CSCO_TB_15M_1M,1,1,0,100.0,5.200000000000102,5.200000000000102,0.0,999.99,5.200000000000102,5.200000000000102
USDCNH,FB_4H_5M,USDCNH_FB_4H_5M,1,1,0,100.0,4.999218432047553,4.999218432047553,0.0,999.99,4.999218432047553,4.999218432047553
EURCAD,FB_4H_5M,EURCAD_FB_4H_5M,1,1,0,100.0,4.919470408316611,4.919470408316611,0.0,999.99,4.919470408316611,4.919470408316611
USDCHF,TB_4H_5M,USDCHF_TB_4H_5M,4,2,2,50.0,4.785592846795856,21.787041118316203,17.00144827152035,1.2814814814813364,1.196398211698964,1.196398211698964
DE30,TB_15M_1M,DE30_TB_15M_1M,1,1,0,100.0,4.7527844999997475,4.7527844999997475,0.0,999.99,4.7527844999997475,4.7527844999997475
EURUSD,TB_15M_1M,EURUSD_TB_15M_1M,6,3,3,50.0,3.7999999999982492,18.700000000000383,14.900000000002134,1.2550335570468258,0.6333333333330415,0.6333333333330415
US30,TB_4H_5M,US30_TB_4H_5M,2,1,1,50.0,3.779999999999564,4.06999999999971,0.2900000000001456,14.034482758612643,1.889999999999782,1.889999999999782
US500,TB_15M_1M,US500_TB_15M_1M,1,1,0,100.0,3.296000000000004,3.296000000000004,0.0,999.99,3.296000000000004,3.296000000000004
NZDUSD,TB_15M_1M,NZDUSD_TB_15M_1M,7,3,4,42.857142857142854,3.0999999999992145,23.40000000000009,20.30000000000087,1.1527093596058664,0.44285714285703065,0.44285714285703065
EURUSD,TB_4H_5M,EURUSD_TB_4H_5M,3,1,2,33.33333333333333,2.8999999999967923,12.899999999997911,10.000000000001119,1.2899999999996468,0.9666666666655974,0.9666666666655974
NZDCHF,FB_4H_5M,NZDCHF_FB_4H_5M,3,1,2,33.33333333333333,2.770606384989023,18.890498079466045,16.119891694477023,1.1718750000000486,0.9235354616630076,0.9235354616630076
AUDUSD,FB_4H_5M,AUDUSD_FB_4H_5M,3,2,1,66.66666666666666,2.700000000002145,6.1000000000011045,3.3999999999989594,1.7941176470596976,0.900000000000715,0.900000000000715
JP225,TB_15M_1M,JP225_TB_15M_1M,3,2,1,66.66666666666666,1.953501614437321,2.2543887461741194,0.3008871317367982,7.492473118279288,0.6511672048124403,0.6511672048124403
US30_x10,FB_4H_5M,US30_x10_FB_4H_5M,1,1,0,100.0,1.9000000000014556,1.9000000000014556,0.0,999.99,1.9000000000014556,1.9000000000014556
EURNZD,TB_15M_1M,EURNZD_TB_15M_1M,4,2,2,50.0,1.760738000006489,16.471420000004496,14.710681999998005,1.119691119691577,0.44018450000162224,0.44018450000162224
GBPUSD,FB_15M_1M,GBPUSD_FB_15M_1M,7,2,5,28.57142857142857,1.7000000000022553,44.00000000000182,42.29999999999956,1.0401891252955622,0.24285714285746504,0.24285714285746504
EURCHF,FB_4H_5M,EURCHF_FB_4H_5M,4,1,3,25.0,1.5112398463573946,17.00144827152035,15.490208425162955,1.0975609756097582,0.37780996158934865,0.37780996158934865
USDZAR,TB_15M_1M,USDZAR_TB_15M_1M,2,1,1,50.0,1.3391648406627894,45.192427461416116,43.85326262075333,1.030537404987264,0.6695824203313947,0.6695824203313947
NZDCAD,FB_15M_1M,NZDCAD_FB_15M_1M,4,1,3,25.0,1.1407467613513758,17.752871473489073,16.6121247121377,1.068669527897168,0.28518669033784394,0.28518669033784394
ETHUSD,FB_15M_1M,ETHUSD_FB_15M_1M,4,1,3,25.0,1.0119999999999436,5.467999999999984,4.45600000000004,1.2271095152603084,0.2529999999999859,0.2529999999999859
AAPL,FB_4H_5M,AAPL_FB_4H_5M,1,1,0,100.0,0.9999999999996589,0.9999999999996589,0.0,999.99,0.9999999999996589,0.9999999999996589
EA,TB_15M_1M,EA_TB_15M_1M,1,1,0,100.0,0.9000000000000341,0.9000000000000341,0.0,999.99,0.9000000000000341,0.9000000000000341
ETHUSD,FB_4H_5M,ETHUSD_FB_4H_5M,2,1,1,50.0,0.6829999999999474,4.860999999999968,4.17800000000002,1.1634753470559942,0.3414999999999737,0.3414999999999737
JP225,TB_4H_5M,JP225_TB_4H_5M,3,2,1,66.66666666666666,0.2918281643296123,0.7700122296059526,0.4781840652763403,1.6102841677941866,0.09727605477653743,0.09727605477653743
AUDNZD,TB_4H_5M,AUDNZD_TB_4H_5M,2,1,1,50.0,0.227192000000227,2.6695059999998327,2.4423139999996057,1.0930232558140613,0.1135960000001135,0.1135960000001135
US30,FB_4H_5M,US30_FB_4H_5M,1,1,0,100.0,0.19000000000014558,0.19000000000014558,0.0,999.99,0.19000000000014558,0.19000000000014558
WMT,FB_15M_1M,WMT_FB_15M_1M,1,0,0,0.0,0.0,0.0,0.0,999.99,0.0,0.0
EURNZD,FB_15M_1M,EURNZD_FB_15M_1M,3,1,2,33.33333333333333,-0.5679799999986752,26.12707999999965,26.69505999999833,0.9787234042553674,-0.18932666666622508,-0.18932666666622508
JP225,FB_15M_1M,JP225_FB_15M_1M,1,0,1,0.0,-0.9537798541506342,0.0,0.9537798541506342,0.0,-0.9537798541506342,-0.9537798541506342
JP225,FB_4H_5M,JP225_FB_4H_5M,1,0,1,0.0,-1.054075564729567,0.0,1.054075564729567,0.0,-1.054075564729567,-1.054075564729567
US500,FB_4H_5M,US500_FB_4H_5M,2,1,1,50.0,-1.438000000000011,0.23800000000001093,1.676000000000022,0.1420047732696944,-0.7190000000000055,-0.7190000000000055
EA,TB_4H_5M,EA_TB_4H_5M,1,0,1,0.0,-1.8000000000000682,0.0,1.8000000000000682,0.0,-1.8000000000000682,-1.8000000000000682
AUDCAD,TB_15M_1M,AUDCAD_TB_15M_1M,4,2,2,50.0,-1.8537134871918237,12.904697737756425,14.758411224948249,0.8743961352656832,-0.46342837179795593,-0.46342837179795593
USTEC,TB_4H_5M,USTEC_TB_4H_5M,3,2,1,66.66666666666666,-2.043999999999869,6.196000000000277,8.240000000000146,0.7519417475728358,-0.6813333333332897,-0.6813333333332897
EA,FB_15M_1M,EA_FB_15M_1M,1,0,1,0.0,-2.1999999999999886,0.0,2.1999999999999886,0.0,-2.1999999999999886,-2.1999999999999886
AUDCAD,FB_4H_5M,AUDCAD_FB_4H_5M,3,1,2,33.33333333333333,-2.2101968501132383,12.762104392588492,14.97230124270173,0.852380952380944,-0.7367322833710794,-0.7367322833710794
US500,TB_4H_5M,US500_TB_4H_5M,3,1,2,33.33333333333333,-2.5450000000001642,1.011999999999898,3.557000000000062,0.284509418048884,-0.8483333333333881,-0.8483333333333881
EURGBP,TB_15M_1M,EURGBP_TB_15M_1M,1,0,1,0.0,-2.6347399999997103,0.0,2.6347399999997103,0.0,-2.6347399999997103,-2.6347399999997103
ETHUSD,TB_4H_5M,ETHUSD_TB_4H_5M,1,0,1,0.0,-2.880999999999995,0.0,2.880999999999995,0.0,-2.880999999999995,-2.880999999999995
CADCHF,TB_4H_5M,CADCHF_TB_4H_5M,2,1,1,50.0,-3.2743530004398593,7.556199231786977,10.830552232226836,0.6976744186047261,-1.6371765002199297,-1.6371765002199297
EURGBP,FB_4H_5M,EURGBP_FB_4H_5M,1,0,1,0.0,-3.2934249999996377,0.0,3.2934249999996377,0.0,-3.2934249999996377,-3.2934249999996377
PEP,FB_4H_5M,PEP_FB_4H_5M,2,0,2,0.0,-3.300000000000125,0.0,3.300000000000125,0.0,-1.6500000000000625,-1.6500000000000625
AUDCAD,FB_15M_1M,AUDCAD_FB_15M_1M,6,3,3,50.0,-3.7787236469691963,8.840787400451365,12.619511047420563,0.7005649717512968,-0.629787274494866,-0.629787274494866
PEP,TB_4H_5M,PEP_TB_4H_5M,1,0,1,0.0,-4.000000000000057,0.0,4.000000000000057,0.0,-4.000000000000057,-4.000000000000057
KO,TB_15M_1M,KO_TB_15M_1M,1,0,1,0.0,-4.099999999999966,0.0,4.099999999999966,0.0,-4.099999999999966,-4.099999999999966
NZDCHF,FB_15M_1M,NZDCHF_FB_15M_1M,2,1,1,50.0,-4.155909577482489,3.526226308167023,7.682135885649512,0.45901639344262735,-2.0779547887412444,-2.0779547887412444
KO,FB_4H_5M,KO_FB_4H_5M,1,0,1,0.0,-4.199999999999875,0.0,4.199999999999875,0.0,-4.199999999999875,-4.199999999999875
